case_id,case_name,short_label,year_first_reported,year_deployed_or_used,country,region,jurisdiction_type,source_repository,primary_sources,secondary_sources,source_quality_score,source_quality_rationale,system_type,model_or_algorithm_type,deployer,deployer_type,vendor,public_private_partnership,deployment_status,affected_population,estimated_scale,scale_basis,annex_iii_area,annex_iii_subcategory,annex_mapping_type,annex_mapping_confidence,annex_mapping_rationale,eu_scope_note,decision_criticality_score,decision_criticality_rationale,decision_criticality_confidence,autonomy_score,autonomy_rationale,autonomy_confidence,vulnerability_score,vulnerability_rationale,vulnerability_confidence,oversight_score,oversight_rationale,oversight_confidence,recourse_score,recourse_rationale,recourse_confidence,scale_score,scale_rationale,scale_confidence,opacity_score,opacity_rationale,opacity_confidence,monitoring_score,monitoring_rationale,monitoring_confidence,public_record_excerpt,coding_notes,ambiguity_flags,exclusion_reason,last_verified_date,context_severity_index,context_severity_band,known_dimension_count,missing_dimensions_count,evidence_completeness_index,unknown_as_zero_score,unknown_as_neutral_score,unknown_as_conservative_score,unknown_as_zero_band,unknown_as_neutral_band,unknown_as_conservative_band,high_missingness_flag,low_source_quality_flag,sensitivity_band_change,review_required_flag,dataset_version
CSA-LITE-0011,France Parcoursup University Admission Algorithm,Parcoursup France,2018,2018,France,Western Europe,eu_member_state,AIAAIC,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000036428817;https://www.enseignementsup-recherche.gouv.fr/fr/parcoursup-bilan-de-la-session-2023-92697,https://www.lemonde.fr/education/article/2018/06/04/parcoursup-le-conseil-d-etat-rejette-les-recours-contre-l-algorithme_5308897_1473685.html,3,Government legislation and annual reports; Conseil d'Etat ruling; Mediateur de l'Education reports; journalism,ranking_system,multi-criteria ranking algorithm,Ministere de l'Enseignement Superieur,public_authority,,false,deployed,All French baccalaureate students seeking university admission,Approximately 950000 students per year,Ministry annual statistical reports,education_vocational_training,Automated ranking and allocation of university applicants to places,direct,high,Directly maps to Annex III education: AI system determining university access decisions for all French students,EU member state deployment; operated under French law,2,University admission decisions are life-altering educational and career access outcomes,high,1,Algorithm ranks applications; universities nominally make final decisions but capacity constraints make rank near-determinative,high,1,Students in asymmetric institutional context with limited ability to contest algorithm ranking,medium,1,Universities review but capacity constraints make meaningful deviation from algorithm ranking difficult in practice,medium,1,Appeals process exists via Parcoursup platform and academic mediator; limited practical capacity for all appeals,medium,2,National French deployment covering all baccalaureate students seeking university places,high,1,Algorithm source code published after legal challenge in 2018; local university-specific criteria remain partially opaque,medium,1,Annual Ministry reports published; Defenseur des Droits raised equity concerns; ongoing academic monitoring,medium,Parcoursup replaced Admission Post-Bac in 2018 and processes all French university applications. Following legal challenges the algorithm source code was published but critics noted local university grading parameters remained opaque. The Defenseur des Droits raised concerns about equity for students from disadvantaged backgrounds.,Algorithm code published after legal challenge; Conseil d'Etat upheld system 2018; ongoing parliamentary and academic scrutiny of equity outcomes,Local institution-specific ranking criteria partially opaque; interaction between national algorithm and local parameters not fully transparent,,2026-05-27,10,high,8,0,0.7875,10,10,10,high,high,high,False,False,False,False,0.2.0
CSA-LITE-0012,Netherlands Childcare Benefit Algorithm Toeslagenaffaire,NL Toeslagen AI,2019,2013,Netherlands,Western Europe,eu_member_state,AIAAIC,https://www.rijksoverheid.nl/documenten/rapporten/2021/03/12/ongekend-onrecht;https://www.tweedekamer.nl/vergaderingen/commissievergaderingen/details?id=2021A04020,,4,Parliamentary inquiry report Ongekend Onrecht 2021; Tax Authority internal audit; multiple court rulings; journalism,fraud_detection,rule-based fraud detection with ML risk profiling,Dutch Tax and Customs Administration (Belastingdienst),public_authority,,false,withdrawn,Families claiming childcare benefits; disproportionate impact on dual-nationality and non-Western background families,Approximately 26000 families received incorrect debt demands,Parliamentary inquiry; Tax Authority remediation statistics,essential_services_benefits,Automated fraud flagging for childcare benefit claims,direct,high,Directly maps to Annex III essential services: automated fraud detection affecting welfare benefit access,EU member state deployment; landmark case cited in EU AI Act legislative history,2,Wrongful debt demands caused bankruptcy and severe hardship; children placed in care in some cases,high,2,Automated fraud flags and debt recovery demands issued with no individual case review before action,high,2,Families with young children; disproportionate impact on ethnic minority households; some families rendered destitute,high,2,No individual review before demand issuance; parliamentary inquiry found systematic failure of oversight,high,2,Appeals process was dysfunctional; multi-year delays; burden placed on families to prove innocence,high,2,National deployment affecting all Dutch childcare benefit claimants,high,2,Fraud detection criteria not disclosed to affected families; dual nationality used as undisclosed risk factor,high,2,No monitoring; parliamentary inquiry found systematic failures; discovered via sustained journalism and individual casework,high,The Dutch parliamentary inquiry report Ongekend Onrecht found the Tax Authority wrongly labelled approximately 26000 families as fraudsters. The system used dual nationality as an undisclosed risk factor. Prime Minister Rutte's government resigned in January 2021 over the scandal.,Government fell over this case; ongoing remediation with payments to affected families; case cited in EU AI Act legislative debates as motivating example,Exact algorithm features including use of dual nationality as risk factor reconstructed retrospectively; original documentation incomplete,,2026-05-27,16,severe,8,0,1.0,16,16,16,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0013,UK Home Office Visa Streaming Algorithm,UK Visa Streaming,2020,2015,United Kingdom,Western Europe,united_kingdom,AIAAIC,https://www.theguardian.com/uk-news/2020/oct/09/home-office-secretly-used-racial-bias-visa-streaming-tool;https://www.gov.uk/government/publications/visa-decision-making-using-algorithmic-streaming,,4,Freedom of Information responses; Home Office published policy document after litigation; parliamentary questions; Guardian investigation,automated_decision_system,rule-based streaming algorithm,UK Home Office,border_or_migration_authority,,false,withdrawn,Visa applicants; evidence of disparate impact by nationality,All UK visa applications; approximately 3.5 million per year,Home Office statistical releases,migration_asylum_border_control,Automated streaming of visa applications to fast or slow processing tracks,direct,high,Directly maps to Annex III migration: automated processing system affecting visa and immigration decisions,UK deployment outside EU AI Act scope; Annex III mapping is analytical reference only,2,Track assignment affects visa processing time and outcomes; consequential for migration status,high,2,Fully automated track assignment with no individual review of the streaming decision itself,high,2,Visa applicants including economic migrants and asylum seekers; limited recourse in immigration context,high,2,Caseworkers review final applications but the streaming decision itself was not subject to review,high,2,Streaming decision itself not subject to appeal; only final visa decision appealable,high,2,National deployment affecting all UK visa applications; very large scale,high,2,Home Office initially denied tool existed; disclosed only after litigation and FOI requests; algorithm criteria not published,high,2,No monitoring; existence disclosed via litigation by the3million campaign and FOI requests; withdrawn after public disclosure,high,The Home Office visa streaming tool assigned applications to fast or slow processing tracks using nationality-based rules. The Guardian reported the tool disproportionately assigned applications from African and Asian nationalities to slower tracks. The tool was disclosed only through FOI litigation and subsequently withdrawn in 2020.,Home Office initially denied tool existed; disclosed after litigation; algorithm criteria still not fully published; equalities impact assessment published belatedly,Full details of nationality weightings and criteria remain partially undisclosed; extent of individual harm from delayed applications difficult to quantify,,2026-05-27,16,severe,8,0,1.0,16,16,16,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0014,Detroit Police Facial Recognition False Arrest,Detroit Police FRT,2020,2019,United States,North America,united_states,AIID,https://www.aclu.org/news/privacy-technology/wrongfully-accused-by-an-algorithm;https://www.nytimes.com/2020/06/24/technology/facial-recognition-arrest.html,,4,ACLU documentation of Robert Williams case; court records; NYT investigation; ACLU lawsuit documentation,facial_recognition,facial recognition matching,Detroit Police Department,law_enforcement_agency,DataWorks Plus,false,reported_incident,Criminal suspects in Detroit; documented disparate error rates affecting Black individuals,Detroit police jurisdiction; several hundred identification requests per year,ACLU case documentation; DPD stated deployment scale,biometrics,Facial recognition for suspect identification in criminal investigations,direct,high,Directly maps to Annex III biometrics: facial recognition used in law enforcement identification,US deployment; Annex III mapping is analytical reference only,2,False identification can result in wrongful arrest and detention; life-altering consequences for liberty,high,1,Algorithm provides candidate match; detective formally decides to arrest; documented cases of arrest on sole basis of match,high,2,Criminal suspects; documented higher false positive rates for Black individuals; incarceration risk,high,1,Detective reviews match but limited technical capacity to challenge output; Robert Williams case demonstrates inadequate review,high,1,Standard criminal defense available; wrongful arrest can be challenged but only after harm occurs,medium,1,City-scale deployment within Detroit police jurisdiction,high,2,System vendor and specific model not disclosed by DPD; match process not transparent to suspects,high,2,No systematic monitoring; Robert Williams wrongful arrest in 2020 disclosed publicly by ACLU public defender,high,Robert Williams was arrested in January 2020 in front of his family after Detroit Police used facial recognition to match him to a shoplifting suspect. The match was incorrect. Williams was held for 30 hours before release. The ACLU documented this as the first known wrongful arrest by facial recognition in the United States.,ACLU filed lawsuit; Detroit PD subsequently adopted use policies; NIST audit data showing higher error rates for dark-skinned individuals supports accuracy concerns,Exact false positive rates of the specific DPD system not publicly disclosed; only the Williams case is publicly documented as wrongful arrest,,2026-05-27,12,severe,8,0,0.9575,12,12,12,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0015,Clearview AI Facial Recognition Mass Surveillance,Clearview AI,2020,2017,United States,North America,united_states,AIAAIC,https://www.nytimes.com/2020/01/18/technology/clearview-privacy-facial-recognition.html;https://ico.org.uk/about-the-ico/media-centre/news-and-blogs/2022/05/ico-fines-clearview-ai-inc-more-than-7-5-million/,,4,NYT investigation; ICO enforcement decision with full reasoning; CNIL enforcement; Australian Privacy Commissioner investigation,facial_recognition,deep learning facial recognition,Multiple US law enforcement agencies,law_enforcement_agency,Clearview AI Inc.,false,litigated,General public whose images were scraped without consent; individuals identified in law enforcement investigations,More than 3 billion images scraped; over 600 law enforcement clients in US at peak,NYT investigation; ICO decision documents,biometrics,Facial recognition enabling identification of individuals from scraped public internet images,direct,high,Directly maps to Annex III biometrics: large-scale remote biometric identification using scraped internet images,Subject to enforcement by ICO UK and CNIL France; multiple GDPR enforcement actions; under EU AI Act this system type would constitute prohibited practice,2,Law enforcement use enables identification and targeting of individuals; significant liberty implications,high,1,Algorithm provides identification; law enforcement formally decides how to act on matches,high,1,General public has images scraped without consent; law enforcement targets face specific risks,medium,1,Law enforcement nominally reviews matches before acting; limited oversight of company itself,medium,2,Individuals not informed they are in database; no mechanism to contest inclusion or matching,high,2,3 billion image database; 600+ law enforcement clients in US alone; global scale,high,2,Images scraped in violation of website terms of service; no disclosure to individuals; GDPR enforcement fines issued by multiple regulators,high,2,No monitoring; company and database discovered by NYT investigative journalist 2020; regulatory enforcement followed,high,Clearview AI built a facial recognition database of over 3 billion images scraped from social media and websites without consent. The NYT investigation in January 2020 disclosed the company. The ICO fined Clearview GBP 7.5 million in 2022 and ordered data deletion. The CNIL and Australian Privacy Commissioner issued enforcement actions.,"Subject to enforcement by regulators in UK, France, Australia, Canada and Italy; US ACLU litigation; most EU and UK regulatory actions upheld on appeal",Exact number of individuals incorrectly identified by Clearview AI in law enforcement contexts not publicly disclosed,,2026-05-27,13,severe,8,0,0.915,13,13,13,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0016,Arkansas Medicaid Personal Care Algorithm,Arkansas Medicaid AI,2016,2016,United States,North America,united_states,AIID,https://www.aclu.org/cases/ledgerwood-v-pittman;https://law.justia.com/cases/federal/district-courts/arkansas/arwdce/4:2016cv00731/97561/193,,4,Federal court rulings; ACLU litigation records; state agency documentation from discovery; journalism,eligibility_determination,undisclosed algorithmic scoring,Arkansas Department of Human Services,public_authority,,false,litigated,Medicaid recipients with disabilities receiving personal care services,Approximately 8000 Medicaid recipients affected by care hour reductions,ACLU litigation; DHS data from court proceedings,essential_services_benefits,Automated determination of personal care service hours for disabled Medicaid recipients,direct,high,Directly maps to Annex III essential services: automated eligibility determination for essential health and care services,US deployment; Annex III mapping is analytical reference only,2,Care hour reductions directly affected health access and welfare of individuals with disabilities,high,2,Automated calculation of care hours with no individual case review before reduction implemented,high,2,Individuals with physical and intellectual disabilities; elderly Medicaid recipients; heightened vulnerability,high,2,No individual oversight; reductions implemented automatically; state witness unable to explain algorithm outputs in court,high,1,ACLU appeals succeeded in federal court; appeals process existed but required protracted litigation to enforce,medium,1,Statewide deployment in Arkansas,high,2,Algorithm produced unexplained reductions with no methodology documentation; state could not explain outputs in court,high,2,No monitoring; errors discovered when individuals and advocates noticed unexplained reductions; ACLU litigation followed,high,Arkansas deployed an automated algorithm to calculate Medicaid personal care hours for people with disabilities. The algorithm produced dramatic unexplained reductions. In federal court proceedings the state's expert witness was unable to explain why the algorithm produced specific outputs. The Eighth Circuit found the system violated procedural due process.,Eighth Circuit found system violated due process; state revised system following litigation; parallel case in Idaho had similar outcome,Specific algorithm features never publicly disclosed despite litigation; expert could not explain outputs under cross-examination,,2026-05-27,14,severe,8,0,0.9575,14,14,14,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0017,Optum Patient Risk Algorithm Racial Bias,Optum Patient Algo,2019,2013,United States,North America,united_states,AIID,https://www.science.org/doi/10.1126/science.aax2342;https://www.nytimes.com/2019/10/24/health/racial-bias-medical-algorithm.html,,4,Peer-reviewed Science publication by Obermeyer et al.; NYT reporting; Optum public response; academic follow-up studies,scoring_system,commercial algorithmic risk scoring,Multiple US health systems using Optum Humedica,healthcare_provider,Optum (UnitedHealth Group),false,reported_incident,Hospital patients enrolled in care management programs; Black patients disproportionately underserved,Estimated 200 million patients in commercial software using comparable approach,Science paper extrapolation from study dataset,essential_services_benefits,Automated patient risk scoring for health care management program allocation,analogous,high,Analogous to Annex III essential services: automated scoring determining access to health care management resources affecting essential health services,US deployment; Annex III mapping is analytical reference only,2,Care management program allocation affects health outcomes; consequential for chronic disease management,high,2,Automated scoring without individual review; score determines program eligibility,high,2,Patients with complex chronic conditions; documented significant underserving of Black patients,high,1,Clinicians can advocate for patients but have limited visibility into scoring algorithm,medium,1,Standard insurance and hospital appeals available; algorithm not individually disclosed to patients,medium,2,Used across major US health systems; estimated to affect 200 million patients in commercial deployments,high,2,Proprietary Optum algorithm; features not publicly disclosed; racial bias only discovered by external researchers purchasing dataset,high,2,No monitoring; racial bias discovered by Obermeyer et al. Science 2019 via purchased dataset analysis; Optum subsequently modified algorithm,high,"Obermeyer et al. published in Science in 2019 showing that a widely used commercial health algorithm systematically underestimated the care needs of Black patients relative to white patients with the same health status. The algorithm used healthcare cost as a proxy for health need, reproducing existing racial disparities in care access.",Optum acknowledged findings and updated algorithm; paper found Black patients assigned the same risk score as white patients were significantly sicker; estimated 50 per cent reduction in Black patient referrals,Algorithm used cost as health need proxy; whether this constitutes intentional discrimination or emergent proxy bias is legally and scientifically contested,,2026-05-27,14,severe,8,0,0.915,14,14,14,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0018,Houston ISD EVAAS Teacher Evaluation AI,Houston EVAAS,2017,2011,United States,North America,united_states,AIID,https://reason.com/volokh/2017/05/04/houston-teachers-win-due-process-lawsuit/;https://law.justia.com/cases/federal/district-courts/texas/txsdce/4:2014cv03044/1183100/146,,3,Federal court ruling; published court opinions; academic analysis; education reporting,scoring_system,EVAAS value-added model,Houston Independent School District,education_institution,SAS Institute Inc.,false,litigated,Teachers evaluated and terminated based on EVAAS scores,Approximately 12000 teachers in Houston ISD,Court proceedings; HISD administrative records,employment_worker_management,Value-added model for teacher performance evaluation used in hiring and termination decisions,direct,high,Directly maps to Annex III employment: AI system used in performance evaluation affecting employment,US deployment; Annex III mapping is analytical reference only,2,EVAAS scores used for teacher termination; directly affects livelihood and career,high,2,EVAAS scores used as de-facto determinative basis for teacher dismissal in Houston ISD,high,1,Teachers in asymmetric employment relationship with school district,medium,1,Principals formally reviewed but institutional pressure to act on scores documented,medium,2,SAS Institute refused to disclose model; court found teachers had no meaningful opportunity to challenge basis for termination,high,1,Houston ISD only; district-level deployment,high,2,SAS refused to disclose EVAAS model under trade secret protection; court found this violated due process,high,2,No monitoring; teachers discovered termination based on undisclosed algorithm via lawsuit,high,Federal Judge Melinda Harmon ruled in 2017 that Houston ISD's use of the EVAAS teacher evaluation system violated due process because the algorithm was a trade secret and teachers could not meaningfully challenge the basis of their terminations. SAS Institute had refused to disclose the model citing trade secret protection.,Court ruled in favour of teachers; HISD subsequently limited EVAAS use; SAS trade secret argument rejected on due process grounds,Value-added model validity for individual teacher evaluation contested in independent academic psychometric literature,,2026-05-27,13,severe,8,0,0.915,13,13,13,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0019,EU iBorderCtrl Automated Border Deception Detection,iBorderCtrl EU,2019,2019,Hungary,Central Europe,eu_member_state,AIAAIC,https://euobserver.com/digital/146535;https://www.europarl.europa.eu/doceo/document/E-9-2019-002793_EN.html,,2,EU Observer journalism; European Parliament written question; academic critique; limited official consortium documentation,automated_decision_system,automated deception detection via avatar interview,"National border authorities of Hungary, Latvia, and Greece",border_or_migration_authority,,true,piloted,Third-country nationals crossing EU land borders at pilot sites,Pilot at 3 border crossing points; limited numbers of travellers,Project consortium documentation; EU Observer reporting,migration_asylum_border_control,Automated deception detection pre-screening for border crossers,direct,high,Directly maps to Annex III migration: risk assessment tool used at EU external borders for third-country nationals,EU-funded Horizon 2020 pilot; deployed in Hungary at EU external border,2,Border crossing denial affects migration status and access to EU; life-altering for affected individuals,medium,1,Deception detection score informs but border officer formally decides on crossing permission,medium,2,Third-country nationals seeking border entry including migrants and asylum seekers; heightened vulnerability,high,1,Border officer reviews and makes final decision but trained to rely on system output,medium,2,No mechanism to challenge deception detection score; only final border decision challengeable,high,0,Pilot at limited border crossing points only; very small scale,high,2,Underlying deception detection model not disclosed; scientific validity of automated lie detection widely contested,high,1,EU-funded project had academic consortium oversight; some peer review published; project reports partially available,medium,iBorderCtrl used an AI avatar to conduct pre-screening interviews with travellers at EU external borders and scored responses for deception indicators. The project was funded by the EU Horizon 2020 programme. Academic researchers and the European Digital Rights network criticised the scientific basis for automated deception detection as lacking empirical validity.,EU Horizon 2020 funded research project; scientific validity of automated deception detection strongly contested; project concluded 2019 without full deployment,Scientific consensus that automated deception detection via facial expressions is unreliable; project consortium disputed this; pilot outcomes not published,,2026-05-27,11,high,8,0,0.83,11,11,11,high,high,high,False,True,False,True,0.2.0
CSA-LITE-0020,Schufa Automated Credit Scoring ECJ Case,Schufa Credit Score,2023,1997,Germany,Western Europe,eu_member_state,AIAAIC,https://curia.europa.eu/juris/document/document.jsf?text=&docid=280426;https://www.bundesgerichtshof.de/SharedDocs/Pressemitteilungen/EN/2024/2024008.html,,4,ECJ Grand Chamber ruling with full reasoning; German Federal Supreme Court ruling; academic legal analysis,scoring_system,proprietary credit scoring algorithm,Schufa Holding AG,financial_institution,Schufa Holding AG,false,litigated,German residents and credit applicants; virtually all adult population with credit history,Virtually all German credit decisions; tens of millions of credit records,Schufa stated customer base; ECJ proceedings,essential_services_benefits,Automated credit scoring determining access to credit and financial services,direct,high,Directly maps to Annex III essential services: automated scoring for credit access affecting basic financial services,EU member state deployment; ECJ ruling Dec 2023 establishes GDPR Art.22 requirements applicable,2,"Credit score determines access to housing credit, loans, and financial services; consequential for livelihood",high,2,Automated score used by banks without individual human review before credit decision,high,1,Credit applicants in asymmetric financial institutional context with limited recourse,medium,2,No human review of Schufa score before bank uses it to deny credit; fully automated outcome,high,1,GDPR Art.22 rights established by ECJ; complaint and correction mechanism exists but complex,medium,2,National German deployment affecting virtually all adult credit decisions,high,2,Calculation methodology never disclosed; trade secret protection claimed; ECJ found GDPR Art.22 applies requiring disclosure sufficient for meaningful challenge,high,1,ECJ ruling 2023 established requirements; German data protection authority investigations conducted; monitoring improving,medium,The ECJ ruled in December 2023 that automated Schufa credit scores constitute automated individual decision-making under GDPR Art.22 and that individuals have the right to human review. Schufa had refused to disclose its scoring methodology citing trade secrets. The German Federal Supreme Court applied the ruling in 2024.,Landmark GDPR Art.22 ruling on automated credit scoring; Schufa required to disclose sufficient information for meaningful review; ongoing compliance proceedings,Exact Schufa algorithm features still partially undisclosed post-ruling; extent of compliance with ECJ judgment under active assessment by German DPA,,2026-05-27,13,severe,8,0,0.8725,13,13,13,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0021,UK DWP Universal Credit Fraud Detection AI,UK UC Fraud AI,2020,2019,United Kingdom,Western Europe,united_kingdom,AIAAIC,https://www.nao.org.uk/reports/managing-fraud-and-error-in-universal-credit/;https://www.childpovertyactiongroup.org.uk/policy-advocacy-funding/benefits/universal-credit/uc-and-fraud-error,,3,NAO audit report; Child Poverty Action Group policy documentation; parliamentary written answers; journalism,fraud_detection,undisclosed machine learning fraud detection,Department for Work and Pensions,welfare_or_social_service_agency,,false,deployed,Universal Credit claimants; approximately 6 million people in the UK,All Universal Credit claimants; 6 million as of 2023,DWP administrative statistics; NAO report,essential_services_benefits,Automated fraud detection triggering benefit investigations and potential suspension,direct,high,Directly maps to Annex III essential services: automated fraud detection affecting welfare benefit access,UK deployment; outside EU AI Act scope; Annex III mapping is analytical reference only,2,Benefit suspension and fraud investigations affect welfare access; consequential for individuals with no other income,high,2,Automated flags trigger investigations and benefit suspensions; claimants often not informed of basis,high,2,"Universal Credit claimants including disabled, unemployed, and low-income individuals; high vulnerability",high,1,DWP case managers nominally review flagged cases but resource constraints limit individual review quality,medium,1,Mandatory reconsideration process exists but complex and slow; significant delays documented,medium,2,National deployment covering all 6 million UC claimants,high,2,Fraud detection criteria not disclosed; DWP has not published algorithm details,high,2,No published monitoring; concerns raised by NAO and CPAG; systematic external evaluation not conducted,high,The DWP's fraud and error detection systems for Universal Credit use automated analytics to flag suspected fraud. The NAO reported significant fraud and error in the system. Child Poverty Action Group and NGOs documented cases where legitimate claimants had benefits suspended based on undisclosed algorithmic flags without meaningful explanation.,NAO audit found significant fraud and error; DWP has not published fraud detection methodology; parliamentary scrutiny ongoing,Specific algorithm details entirely undisclosed; extent to which ML versus rule-based detection used not clarified; false positive rate unknown,,2026-05-27,14,severe,8,0,0.915,14,14,14,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0022,Meta Facebook Content Amplification Algorithm,Meta FB Algorithm,2021,2009,United States,North America,united_states,AIAAIC,https://www.wsj.com/articles/facebook-knows-instagram-is-toxic-for-teen-girls-company-documents-show-11631620739;https://whistleblower.aid.org/resources/facebook-papers/,,3,Wall Street Journal Facebook Papers investigation; Frances Haugen whistleblower documents; Congressional testimony; academic studies,recommender_or_allocation_system,engagement-maximising recommendation algorithm,Meta Platforms Inc.,platform,Meta Platforms Inc.,false,reported_incident,Facebook and Instagram users globally; particular documented harm to adolescent users,Approximately 3 billion monthly active users,Meta published user statistics,non_annex_comparator,Content recommendation algorithm; no direct Annex III analogue as social media platform,comparator,medium,Social media content amplification does not fall within current Annex III enumeration; mapped as non-Annex comparator for reference,US-domiciled platform; EU DSA applies as lex specialis for content amplification systemic risk assessment,1,Content amplification influences information environment; consequential for democratic discourse and mental health but not individual access to essential services,medium,2,Fully automated content ranking with no human review of individual amplification decisions,high,1,General adult population; documented specific risks for adolescent users and those with mental health vulnerabilities,medium,1,Oversight Board exists with limited scope; no systematic human review of amplification decisions,medium,1,Users can control some settings and report content; limited transparency into ranking algorithm,medium,2,3 billion+ users globally; largest social media platform by users,high,2,Ranking algorithm features entirely proprietary; Frances Haugen leaked documents showing internal awareness of harm while maintaining algorithm unchanged,high,2,Frances Haugen whistleblower 2021 disclosed internal documents; no systematic monitoring; harms documented externally not internally,high,Frances Haugen disclosed internal Meta documents to the Wall Street Journal in September 2021 showing that Meta's own research found Instagram caused body image and mental health harms to teenage girls. Internal documents showed Meta prioritised engagement metrics over harm reduction. Congressional hearings followed.,Subject to EU DSA enforcement investigations; FTC investigation; multiple Congressional hearings; Meta disputed characterisation of internal documents,Causal relationship between amplification algorithm and documented harms versus other factors is contested in academic literature,,2026-05-27,12,severe,8,0,0.83,12,12,12,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0023,Twitter Algorithmic Image Cropping Racial Bias,Twitter Image Crop,2020,2018,United States,North America,united_states,AIID,https://arxiv.org/abs/2105.08667;https://blog.twitter.com/engineering/en_us/topics/insights/2021/sharing-learnings-about-our-image-cropping-algorithm,,3,Twitter official blog post acknowledging findings; peer-reviewed academic analysis; journalism; Twitter own published audit,automated_decision_system,saliency-based image cropping neural network,Twitter Inc.,platform,Twitter Inc.,false,withdrawn,Twitter users who post images; audiences whose faces may be cropped in preview,350 million+ users globally,Twitter user statistics,non_annex_comparator,Aesthetic image cropping algorithm; no direct Annex III analogue,comparator,high,Social media image cropping does not fall within Annex III enumeration; mapped as comparator for reference,US-domiciled platform; EU DSA framework relevant for systemic risk assessment,0,"Cropping selects preview frame in image; no material impact on individual rights, welfare, or access to essential services",high,2,Fully automated without any human review of individual cropping decisions,high,0,General adult population with no particular vulnerability in this context,high,0,Twitter monitored and investigated after external disclosure; algorithm subsequently discontinued,high,1,Users could view full image; platform setting adjustment possible; limited but non-zero recourse,medium,2,350 million+ users globally; very large scale,high,1,Algorithm discontinued after public disclosure; mechanism partially documented in Twitter published audit,medium,1,Twitter conducted own audit after external disclosure and published results; blog post and academic study published,high,Researchers found that Twitter's neural network image cropping algorithm systematically favoured white faces over Black faces in preview crops. Twitter conducted its own analysis confirming the finding and published results. Twitter subsequently discontinued the algorithmic saliency-based crop in 2021 in favour of showing full images.,Low-harm case; company responded with disclosure and product change; useful as reference comparator for low-criticality automated system with appropriate response,Precise mechanism of racial bias in saliency model not fully explained in Twitter published audit,,2026-05-27,7,moderate,8,0,0.915,7,7,7,moderate,moderate,moderate,False,False,False,False,0.2.0
CSA-LITE-0024,Palantir Gotham Chicago Police Department,Palantir Chicago PD,2017,2012,United States,North America,united_states,AIAAIC,https://igchicago.org/wp-content/uploads/2020/04/OIG-CPD-Strategic-Subject-List-Assessment.pdf;https://www.chicagoreader.com/chicago/chicago-police-palantir-predictive-policing/Content?oid=68276478,,3,Chicago Inspector General assessment; Chicago Reader investigation; court settlement documents; journalism,predictive_model,data fusion and pattern analysis,Chicago Police Department,law_enforcement_agency,Palantir Technologies,false,deployed,Residents in surveillance databases; communities subject to algorithmically directed policing,Citywide deployment in Chicago; approximately 2.7 million residents in covered areas,CPD stated deployment scope; OIG report,law_enforcement,Data fusion and pattern analysis directing law enforcement investigations and resource allocation,direct,high,Directly maps to Annex III law enforcement: AI system directing law enforcement resource allocation and investigations,US deployment; Annex III mapping is analytical reference only,1,Influences police resource allocation and investigative focus; indirect effect on individuals in database,medium,1,Informs officer and investigative decisions; officers formally retain discretion over individual actions,medium,1,Residents in targeted communities; documented disparate impact on minority communities,medium,1,Officers nominally review recommendations; OIG found insufficient oversight of system itself,medium,2,Individuals in database not informed; no mechanism to challenge inclusion or targeting,high,2,Citywide deployment in third-largest US city; significant scale,high,2,Palantir contract terms not initially disclosed; Chicago settled lawsuit requiring some disclosure; algorithm features partially disclosed after settlement,medium,1,Chicago OIG conducted assessment 2020; partial disclosure following settlement; monitoring not comprehensive,medium,The Chicago OIG's 2020 assessment of the Strategic Subject List powered by Palantir found insufficient oversight and no evidence of effectiveness in reducing violence. CPD maintained a list of individuals predicted to be involved in gun violence. Following public disclosure CPD discontinued the list.,CPD discontinued Strategic Subject List 2020 following OIG assessment and advocacy; Palantir contract terms disclosed via FOIA litigation,Extent to which Palantir Gotham versus the Strategic Subject List itself caused harm is operationally difficult to separate,,2026-05-27,11,high,8,0,0.745,11,11,11,high,high,high,False,False,False,False,0.2.0
